impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K21-141442,A651831,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2343680,LOST,Athena,Cat,Under 1 year<p/>,Female,American Shorthair,Unknown,10/31/2021 0:00,Date Lost,6900 block of  COAL CREEK PKWY SE,NEWCASTLE,WA,98059,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2343680,Image Copyright HLP Inc. 2021,"Description: Calico kitten..she is black, orange, and white. Green eyes. Has a small black mole on her chin. All 4 paws are white.<p/>Age: Under 1 year<p/>Location Lost: 6966 Coal Creek Pkwy SE, Newcastle, WA 98059, Auburn WA  98092<p/>Lost Date: 10/31/2021<p/>",
K21-141028,A650892,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2335660,LOST,Bella,Dog,Under 1 year<p/>,Female,Boston Terrier,Unknown,10/16/2021 0:00,Date Lost,130TH  AVE SE,KE,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2335660,Image Copyright HLP Inc. 2021,"Description: She's all black with a little white on her chest. She looks like a Boston terrier, just mostly black. A new mama, her pups need her! Her tail is short and kinked. She is not microchipped.<p/>Age: Under 1 year<p/>Location Lost: 130th Ave SE, Kent, WA, Kent WA  98030<p/>Lost Date: 10/16/2021<p/>",
K21-140813,A650389,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2332614,LOST,Steve,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,10/9/2021 0:00,Date Lost,SOUTH  340TH ST AND 39TH AVE SOUTH AUBURN,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2332614,Image Copyright HLP Inc. 2021,"Description: Steve is an orange tabby. Long tail. Round orange eyes.<p/>Age: Over 1 year<p/>Location Lost: South 340th St and 39th Ave South Auburn, Auburn WA  98001<p/>Lost Date: 10/09/2021<p/>",
K21-141549,A652164,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Cascade,Cat,4 WEEKS,Male,Domestic Shorthair,White / Gray,11/4/2021 0:00,Received on,36600 block of  48TH AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652164,Image Copyright HLP Inc. 2021,Received on: 2021-11-04<p/> Found Near: 36600 block of  48TH AVE S<p/> Description: White / Gray Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,
K21-141597,A652320,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652320,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Becky,Dog,1 YEAR,Female,Terrier / Mix,Black / White,11/6/2021 0:00,Received on,3500 block of  FACTORIA BLVD SE,BELLEVUE,WA,98006,BELLEVUE,47.579478,-122.162002,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652320,Image Copyright HLP Inc. 2021,"Received on: 2021-11-06<p/> Found Near: 3500 block of  FACTORIA BLVD SE<p/> Description: Black / White Female Terrier / Mix Dog<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141698,A652641,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652641,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 YEARS,Male,Domestic Shorthair,Seal Pt,11/10/2021 0:00,Received on,14000 block of  144TH AVE SE,RENTON,WA,98059,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652641,Image Copyright HLP Inc. 2021,"Received on: 2021-11-10<p/> Found Near: 14000 block of  144TH AVE SE<p/> Description: Seal Pt Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141361,A650204,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A650204,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sitka,Dog,6 YEARS,Neutered Male,Siberian Husky,White,10/28/2021 0:00,Received on,1200 block of  151ST AVE SE,BELLEVUE,WA,98007,BELLEVUE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A650204,Image Copyright HLP Inc. 2021,"Received on: 2021-10-28<p/> Found Near: 1200 block of  151ST AVE SE<p/> Description: White Neutered Male Siberian Husky Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-141747,A652795,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652795,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Rabbit Sh,NO AGE,Unknown,Rabbit Sh,Brown,11/12/2021 0:00,Received on,800 block of  CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652795,Image Copyright HLP Inc. 2021,"Received on: 2021-11-12<p/> Found Near: 800 block of  CENTRAL AVE N<p/> Description: Brown Unknown Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141721,A652751,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2350574,LOST,Shadie,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,11/7/2021 0:00,Date Lost,212TH  AVE SE AND COVINGTON-SAWYER NEAR LAKE SAWYER STORE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2350574,Image Copyright HLP Inc. 2021,"Description: the easiest way to identify Shadie is the 90% crook at the end of his tail, he's smoky grey colored with just slightly darker tiger striping<p/>Age: Over 1 year<p/>Location Lost: 212th ave SE and covington-sawyer near lake sawyer store, Kent WA  98042-6817<p/>Lost Date: 2021-11-07<p/>",
K21-141521,A652077,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652077,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Bacon,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Gray Tabby,11/3/2021 0:00,Received on,10900 block of  SE 208TH ST,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652077,Image Copyright HLP Inc. 2021,"Received on: 2021-11-03<p/> Found Near: 10900 block of  SE 208TH ST<p/> Description: Gray Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K21-136803,A640100,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Ariya,Cat,8 YEARS 5 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby,6/4/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A640100,Image Copyright HLP Inc. 2021,"Received on: 2021-06-04<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 8 YEARS 5 MONTHS<p/> Adoption Fee: $30.00<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Ariya and I am available for adoption. I was brought in by my previous owner on 06/04/2021 because my owner had no time for me. I lived in a home with other cat but the two of us DID NOT get along. My previous owner described me as very affectionate.<p/><p/>I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! I love to talk with my caretakers, and solicit a lot of attention.<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>I was nominated as the Pet of the Week on 08/24/21. This means that my adoption fee has been reduced. Please note that a pet license is a requirement and therefore a fee may be applied. This helps my safe return home should I become lost, and comes with additional benefits such as Vacation Pet Alert, Free Ride Home and more (visit our pet licensing page for more info)!<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>Current medical conditions are noted below.<p/><p/>1) Feline leukemia virus is transmitted to other cats through saliva and activities such as sharing water bowls, communal grooming and social contact.  Infection is lifelong and there is no cure.  Cats infected with feline leukemia virus typically live shorter lifespans, although with proper care and management, some cats can have a good quality of life.  Please refer to the information handout.<p/><p/><p/><p/><p/>",RED
K21-141177,A651190,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2338771,LOST,Coco,Cat,Over 1 year<p/>,Female,Domestic Mediumhair,Unknown,10/17/2021 0:00,Date Lost,800 block of  HILLTOP AVE N,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2338771,Image Copyright HLP Inc. 2021,"Description: Tiny Tortie - weighs only 4lbs. Face has distinctive black/orange color split down center of nose, multicolored nose. Not super friendly.<p/>Age: Over 1 year<p/>Location Lost: 856 Hilltop Ave., Kent WA 98031, Kent WA  98031<p/>Lost Date: 10/17/2021<p/>",
K21-141232,A651275,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339451,LOST,Mikono,Cat,Over 1 year<p/>,Male,Savannah,Unknown,10/22/2021 0:00,Date Lost,170TH  AVE SE COVINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339451,Image Copyright HLP Inc. 2021,"Description: Beige with brown spots. Polydactyl front paws.<p/>Age: Over 1 year<p/>Location Lost: 170th Ave Se Covington, Covington WA  98042<p/>Lost Date: 10/22/2021<p/>",
K21-141368,A651589,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651589,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Soup,Cat,1 YEAR,Neutered Male,Domestic Shorthair,Blue,10/29/2021 0:00,Received on,19800 block of  108TH AVE SE,KENT,WA,98031,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651589,Image Copyright HLP Inc. 2021,"Received on: 2021-10-29<p/> Found Near: 19800 block of  108TH AVE SE<p/> Description: Blue Neutered Male Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141590,A652310,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A652310,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Pancakes,Cat,3 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,11/6/2021 0:00,Received on,4000 block of  S 146TH ST,TUKWILA,WA,98168,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A652310,Image Copyright HLP Inc. 2021,"Received on: 2021-11-06<p/> Found Near: 4000 block of  S 146TH ST<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K21-141387,A651621,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A651621,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Panache,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby,10/29/2021 0:00,Received on,25600 block of  109TH AVE SE,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A651621,Image Copyright HLP Inc. 2021,"Received on: 2021-10-29<p/> Found Near: 25600 block of  109TH AVE SE<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K21-141636,A652440,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349064,LOST,Mia,Cat,Under 1 year<p/>,Female,Bengal,Unknown,11/6/2021 0:00,Date Lost,SE  260TH PL COVINGTON,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349064,Image Copyright HLP Inc. 2021,"Description: Young female chipped. No collar. Friendly<p/>Age: Under 1 year<p/>Location Lost: SE 260th PL Covington, Covington WA  98042<p/>Lost Date: 11/06/2021<p/>",
K21-141683,A652532,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2349625,In Public Home,,Cat,Over 1 year<p/>,Female,Exotic Shorthair,White,11/5/2021 0:00,Date Found,108TH  AND 98TH AVE NE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2349625,Image Copyright HLP Inc. 2021,"Description: Young, female, copper eyes, pink nose, orange and white patches, very thin and dirty, no microchip.<p/>Age: Over 1 year<p/>Found Near: 108th and 98th Ave NE, Kirkland WA  98033<p/>Found Date: 11/05/2021<p/>",
K21-141598,A652326,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2348301,LOST,Tuxedo,Dog,Under 1 year<p/>,Male,Cardigan Welsh Corgi,Unknown,11/6/2021 0:00,Date Lost,45TH  AVE S,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2348301,Image Copyright HLP Inc. 2021,"Description: Corgi husky mix black with white legs and chest and small patches of brown behind his ears. We call him Tux or Tuxee<p/>Age: Under 1 year<p/>Location Lost: 45th Ave s, Auburn WA  98001<p/>Lost Date: 11/06/2021<p/>",
K21-141252,A651326,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2340130,LOST,Stormi,Cat,Over 1 year<p/>,Female,Domestic Longhair,Unknown,10/22/2021 0:00,Date Lost,NE  202ND PLACE & 76TH PLACE NE IN KENMORE,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2340130,Image Copyright HLP Inc. 2021,"Description: Stormi has not come home since Friday evening (10/22).  She is about 9 lbs and 2.5 years old.  She has long grey fur and yellow eyes.  She is spayed and IS microchipped but was not wearing her collar.<p/>Age: Over 1 year<p/>Location Lost: NE 202nd Place & 76th Place NE in Kenmore, Kenmore WA  98028<p/>Lost Date: 10/22/2021<p/>",
K21-141076,A650995,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2336321,LOST,Ziggy,Dog,Unknown<p/>,Male,Bernese Mountain Dog,Unknown,10/17/2021 0:00,Date Lost,MILITARY  AVE AND 22ND ST,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2336321,Image Copyright HLP Inc. 2021,"Description: Black/grey long hair <p/>Age: Unknown<p/>Location Lost: Military Ave and 22nd st, Tacoma WA  98445<p/>Lost Date: 2021-10-17<p/>",
K21-141637,A648992,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A648992,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Wynken,Cat,4 MONTHS,Spayed Female,Domestic Shorthair,Black,11/8/2021 0:00,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A648992,Image Copyright HLP Inc. 2021,"Received on: 2021-11-08<p/> Description: Black<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/> Adoption Fee: $50.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hello, my name is Wynken and I am available for adoption.<p/><p/>I was brought into the shelter with my siblings by a good samaritan on 9/22/21.<p/><p/>We are all pretty shy kittens, who are hoping to find some humans who are kind and calm and patient to give us forever homes.<p/><p/>We are all sweet kitties who may need extra time and attention to warm up to new situations and new people. When we were wee little ones, we were not taught how nice and friendly people can be, but we are learning quickly! Though we may be timid at first, once you take the time to show us that we can trust you we will show you just how wonderful we can be.<p/><p/>Our caregivers have noticed that we seem to do well with other cats. When meeting cats in a new home, we would all do best with a slow introduction.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>",BLUE
K21-141212,A651250,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=2339202,In Public Home,,Cat,Over 1 year<p/>,Male,Domestic Mediumhair,White / Brown,10/22/2021 0:00,Date Found,19800 block of  AURORA AVE N,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=2339202,Image Copyright HLP Inc. 2021,Description: White brown and black<p/>Pink nose<p/>No collar<p/>Not microchipped<p/>Currently being kept safe at Shoreline Central Animal Hospital<p/>Age: Over 1 year<p/>Found Near: 19800 block of  AURORA AVE N<p/>Found Date: 10/22/2021<p/>,
